,id_x,poi_name,poi_id,verified,country,tweet_text,tweet_lang,text_en,mentions,tweet_date,tweet_emoticons,tweet_urls,text_hi,hashtags,text_es,sentiment,max_sentiment,min_sentiment,negative,positive,total_replies_per_poi,Unnamed: 21,"('index',)","('Topic0',)","('Topic1',)","('Topic2',)","('Topic3',)","('Topic4',)","('Topic5',)","('Topic6',)","('Topic7',)","('Topic8',)","('Topic9',)","('Topic10',)","('Topic11',)","('Topic12',)","('Topic13',)","('Topic14',)","('dominant_topic',)",dominanttopic,Word 0,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,id_y,words
90,1467351665690906626,mansukhmandviya,432697203.0,1.0,India,हम होंगे कामयाब ✌🏼  Congratulations India 🇮🇳   It is a moment of great pride as over 50% of the eligible population are now fully vaccinated 💉  We will win the battle against COVID-19 together ✌🏼  #HarGharDastak #SabkoMuftVaccine https://t.co/q4evljMChk,en,Congratulations India It is a moment of great pride as over % of the eligible population are now fully vaccinated We will win the battle against COVID-19 together,,2021-12-05T05:00:00Z,"['✌🏼', '💉', '🇮🇳']",,,"['HarGharDastak', 'SabkoMuftVaccine']",,0.295,0.9988,-0.9997,"No mister health minister. Its a scam, data manipulation. Without giving nd dose of vaccine we getting fully vaccinated message.",That's beautiful!!! Keep going India,24,,Tweet90,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
91,1467448135786156043,DrTedros,189868631.0,1.0,USA,Please share data on #Omicron to the @WHO patient data platform. https://t.co/oo9RA3w2bc,en,Please share data on to the patient data platform.,['WHO'],2021-12-05T11:00:00Z,,['https://t.co/oo9RA3w2bc'],,['Omicron'],,-0.338428571428571,0.9782,-0.9999,Government should redirect the budget allocated to Tigrai to Amhara and Afar for rehabilitation efforts. No budget for Tigrai in !,share this Picture of the day too Mr. junta,7,,Tweet91,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.57,0.01,0.01,0.01,0.01,0.01,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
92,1467838368704872452,DrTedros,189868631.0,1.0,USA,"Ein riesiges Dankeschön, Chancellor Merkel, for your outstanding leadership over the past 16 years, and above all your steadfast support not only for @WHO but also for strengthening global health and ensuring the well-being of all people. Your legacy will shine on brightly. https://t.co/eVT0JAJcMo",en,"Ein riesiges Dankeschn, Chancellor Merkel, for your outstanding leadership over the past years, and above all your steadfast support not only for but also for strengthening global health and ensuring the well-being of all people. Your legacy will shine on brightly.",['WHO'],2021-12-06T13:00:00Z,,['https://t.co/eVT0JAJcMo'],,,,-0.26518,0.9981,-0.9979,You ignore E-mail from Taiwan on /31/2019. We always respect you. But you never heard our voice!,Pride,5,,Tweet92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.35,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
93,1467841253723099138,RicardoAnayaC,151968088.0,1.0,Mexico,"Con el gobierno de López Obrador todo está subiendo de precio: - Tanque de gas: de $550 a casi $800 - Tortilla: de $15 a $20 - Jitomate: de $21 a $44 - Chile: de $30 a $70 Esto se está saliendo de control y es muy preocupante. Andrés Manuel, ya deja de hablar y ponte a trabajar. https://t.co/2jDO8pO67J",es,,,2021-12-06T13:00:00Z,,,,,"Con el gobierno de Lpez Obrador todo est subiendo de precio:- Tanque de gas: de $550 a casi $800- Tortilla: de $15 a $20- Jitomate: de $21 a $44- Chile: de $30 a $70Esto se est saliendo de control y es muy preocupante.Andrs Manuel, ya deja de hablar y ponte a trabajar.",-0.427937827715356,0.9995,-1.0,A lo que ha llegado la bola de huevones que prefiere soportar las ocurrencias del inepto con tal que les de su limosna y no trabajar,Los nmeros no fallan ni mienten,267,,Tweet93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
94,1467841253723099138,RicardoAnayaC,151968088.0,1.0,Mexico,"Con el gobierno de López Obrador todo está subiendo de precio: - Tanque de gas: de $550 a casi $800 - Tortilla: de $15 a $20 - Jitomate: de $21 a $44 - Chile: de $30 a $70 Esto se está saliendo de control y es muy preocupante. Andrés Manuel, ya deja de hablar y ponte a trabajar. https://t.co/2jDO8pO67J",es,,,2021-12-06T13:00:00Z,,,,,"Con el gobierno de Lpez Obrador todo est subiendo de precio:- Tanque de gas: de $550 a casi $800- Tortilla: de $15 a $20- Jitomate: de $21 a $44- Chile: de $30 a $70Esto se est saliendo de control y es muy preocupante.Andrs Manuel, ya deja de hablar y ponte a trabajar.",-0.427937827715356,0.9995,-1.0,El pedo es global y an hay gente idiot4 que me cree al payaso este neta! Se ven mal los fachos que siguen este tipo de situaciones con tal de seguir siendo tapetes de unos cuantos!,Los nmeros no fallan ni mienten,267,,Tweet94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
95,1467841253723099138,RicardoAnayaC,151968088.0,1.0,Mexico,"Con el gobierno de López Obrador todo está subiendo de precio: - Tanque de gas: de $550 a casi $800 - Tortilla: de $15 a $20 - Jitomate: de $21 a $44 - Chile: de $30 a $70 Esto se está saliendo de control y es muy preocupante. Andrés Manuel, ya deja de hablar y ponte a trabajar. https://t.co/2jDO8pO67J",es,,,2021-12-06T13:00:00Z,,,,,"Con el gobierno de Lpez Obrador todo est subiendo de precio:- Tanque de gas: de $550 a casi $800- Tortilla: de $15 a $20- Jitomate: de $21 a $44- Chile: de $30 a $70Esto se est saliendo de control y es muy preocupante.Andrs Manuel, ya deja de hablar y ponte a trabajar.",-0.427937827715356,0.9995,-1.0,"no vas a ser presidente, eres un muy mal candidato...y AMLO es un asco de presidente.",Los nmeros no fallan ni mienten,267,,Tweet95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
96,1467841253723099138,RicardoAnayaC,151968088.0,1.0,Mexico,"Con el gobierno de López Obrador todo está subiendo de precio: - Tanque de gas: de $550 a casi $800 - Tortilla: de $15 a $20 - Jitomate: de $21 a $44 - Chile: de $30 a $70 Esto se está saliendo de control y es muy preocupante. Andrés Manuel, ya deja de hablar y ponte a trabajar. https://t.co/2jDO8pO67J",es,,,2021-12-06T13:00:00Z,,,,,"Con el gobierno de Lpez Obrador todo est subiendo de precio:- Tanque de gas: de $550 a casi $800- Tortilla: de $15 a $20- Jitomate: de $21 a $44- Chile: de $30 a $70Esto se est saliendo de control y es muy preocupante.Andrs Manuel, ya deja de hablar y ponte a trabajar.",-0.427937827715356,0.9995,-1.0,Tu que ests viviendo en Estados Unidos. Deberas darte cuenta de lo que est. Y respecto al precio del gas tu tienes la culpa pinche idiota por haber apoyado la reforma energtica de pea nieto recibiendo moches. Mejor cllate cada que habres la boca te hunde ms. Intil.,Los nmeros no fallan ni mienten,267,,Tweet96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
97,1467930850033549315,CDCgov,146569971.0,1.0,USA,Clean hands help keep your school community healthy. Remind staff and students to scrub for 20 seconds and dry their hands well to help stop the spread of germs. https://t.co/rPIzVjEcYw https://t.co/GLRdxYkiRI,en,Clean hands help keep your school community healthy. Remind staff and students to scrub for seconds and dry their hands well to help stop the spread of germs.,,2021-12-06T19:00:00Z,,['https://t.co/rPIzVjEcYw'],,,,-0.9635,-0.9271,-0.9999,I dont trust CDC! If they say seconds please wash seconds. Enough of your lies,Do you jab the kids as they wash?,2,,Tweet97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
98,1467964790362550280,DrTedros,189868631.0,1.0,USA,"New @WHO report: more #malaria cases &amp; deaths in 2020, linked to #COVID19 disruptions. Even before the pandemic struck, global gains against malaria had levelled off. We need to harness commitment to reverse the setbacks &amp; step up the pace to #EndMalaria https://t.co/3DVp0F9DcN https://t.co/aPrfx10wqX",en,"New report: more cases &amp; deaths in , linked to disruptions. Even before the pandemic struck, global gains against malaria had levelled off. We need to harness commitment to reverse the setbacks &amp; step up the pace to",['WHO'],2021-12-06T21:00:00Z,,"['https://t.co/3DVp0F9DcN', 'https://t.co/aPrfx10wqX']",,"['malaria', 'COVID19', 'EndMalaria']",,-0.71995,-0.6742,-0.7657,Please approve CanSino vaccine! Millions are denied entry in the majority of the world even though we were responsible to get vaccinated with the vaccines that arrived to our countries. Many of us want to visit our familys!!! Help us please! We are being discriminated!,You are still on BigPharma payroll?,2,,Tweet98,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
99,1468139665928556547,mansukhmandviya,432697203.0,1.0,India,आज़ादी के बाद से इस सदी की शुरुआत तक देश में सिर्फ 1 एम्स था  अटल जी ने 6 और एम्स स्वीकृत किए थे।  बीते 7 वर्षों में 16 नए एम्स बनाने पर देशभर में काम चल रहा है।  हमारा लक्ष्य है कि देश के हर जिले में कम से कम 1 मेडिकल कॉलेज जरूर हो: PM @Narendramodi जी #उन्नत_प्रदेश_उत्तर_प्रदेश https://t.co/IxJhBwKdSM,hi,,['narendramodi'],2021-12-07T09:00:00Z,,,: PM,['उन्नत_प्रदेश_उत्तर_प्रदेश'],,-0.9371,-0.8972,-0.977,AIIMS USN ? % ?,Van de Bharat Mataram.,2,,Tweet99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
100,1468626510449946624,CDCgov,146569971.0,1.0,USA,The definition of fully vaccinated has not changed with expanded use of booster doses.  You’re considered fully vaccinated against #COVID19: - 2 weeks after your second dose of a 2-dose vaccine  - 2 weeks after a single-dose vaccine  More: https://t.co/7ZbkDYko3v. https://t.co/akLwypPHPd,en,The definition of fully vaccinated has not changed with expanded use of booster doses.Youre considered fully vaccinated against :- weeks after your second dose of a -dose vaccine - weeks after a single-dose vaccineMore: .,,2021-12-08T17:00:00Z,['xp'],['https://t.co/7ZbkDYko3v'],,['COVID19'],,-0.8346,-0.5365,-0.9999,The definition needs to change with . There's too much antibody protection dropout from only the first round of vaccines.,Kindly include booster shots now in the definition. Because that is the need of the hour,5,,Tweet100,0.0,0.0,0.2,0.06,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.36,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
101,1468675509106225156,CDCgov,146569971.0,1.0,USA,"Yes, you can choose to get the same type of vaccine you originally got or get a different kind.   Everyone ages 18+ years should get a #COVID19 booster shot.   Learn more: https://t.co/7ZbkDYko3v. https://t.co/tr7YTfMREH",en,"Yes, you can choose to get the same type of vaccine you originally got or get a different kind. Everyone ages + years should get a booster shot. Learn more: .",,2021-12-08T20:00:00Z,,['https://t.co/7ZbkDYko3v'],,['COVID19'],,-0.7726,0.9267,-0.9999,Makes zero sense.,Thank you! So we can choose,9,,Tweet101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
102,1468711236527394816,JoeBiden,939091.0,1.0,USA,"Last year, more than half of the schools in America were closed. This year, 99% of schools are back open, and 20 million children ages 5 and older have already received their vaccine. Let’s keep it going.",en,"Last year, more than half of the schools in America were closed. This year, % of schools are back open, and million children ages and older have already received their vaccine. Lets keep it going.",,2021-12-08T23:00:00Z,,,,,,-0.326116666666667,0.9999,-1.0,"This tweet makes no sense, since the vaccine wasnt available last year, hence school closings. Question should be why are more people dying this year of Covid-19 than last year. Youve done nothing to curb this.",Way to go Joe!!!,114,,Tweet102,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,year,schools,received,million,children,america,let,vaccine,test,closed,1,"year,schools,received,million,children,america,let,vaccine,test,closed"
103,1468930374348722188,lopezobrador_,82119937.0,1.0,Mexico,"La política es transformar y hacer historia. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/4cxnYP6fSz",es,,,2021-12-09T13:00:00Z,,['https://t.co/4cxnYP6fSz'],,,"La poltica es transformar y hacer historia. Conferencia de prensa matutina, desde Palacio Nacional",-0.228018947368421,0.9994,-1.0,Pobre Vilchis,"por la , bravo por , ya puede recibir los aplausos tambin de , el lder supremo de los narcos en el pas",95,,Tweet103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,https,transformar,hacer,matutina,palacio,conferencia,pol,nacional,4cxnyp6fsz,historia,7,"https,transformar,hacer,matutina,palacio,conferencia,pol,nacional,4cxnyp6fsz,historia"
104,1468978069444648960,julio_frenk,2281698046.0,1.0,Mexico,Did I say it was a great day to be a Miami Hurricane? It’s a great WEEK to be at the U! Our future looks bright and we’re proud to have @UM_Alumni @ClemsonDRad back where his administrative career began @univmiami @MiamiHurricanes. https://t.co/f7TA4KyQT3,en,Did I say it was a great day to be a Miami Hurricane? Its a great WEEK to be at the U! Our future looks bright and were proud to have back where his administrative career began .,"['UM_alumni', 'univmiami', 'MiamiHurricanes']",2021-12-09T16:00:00Z,,['https://t.co/f7TA4KyQT3'],,,,0.936342857142857,0.9993,0.7946,Julio=,GO CANES!,7,,Tweet104,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,12,12,https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido,12,"https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido"
105,1469056140407455746,DrTedros,189868631.0,1.0,USA,"On the eve of #HumanRightsDay, I join @UN Secretary-General in calling on everyone to step up protection of each and every life from genocide and atrocity crimes. Indifference kills.  https://t.co/lMcgzolUzc",en,"On the eve of , I join Secretary-General in calling on everyone to step up protection of each and every life from genocide and atrocity crimes. Indifference kills.",['UN'],2021-12-09T21:00:00Z,,['https://t.co/lMcgzolUzc'],,['HumanRightsDay'],,-0.741471428571429,0.79,-1.0,"Where's your ""Pride"", ""Certitude"" and ""Confidence"" after the (which you're a member of) destroyed numerous health facilities in and regions and ran back to its cave after getting decimated by and allied forces? You're a disgrace","million people need food assistance due to the . The situation remains volatile with the continuation of active hostilities, increased humanitarian needs + vulnerabilities due to displacement, access to markets, food, + basic services.",7,,Tweet105,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
106,1469056259148206083,JoeBiden,939091.0,1.0,USA,17 Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger.   Not a single Republican in Congress supports it.,en,Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger. Not a single Republican in Congress supports it.,,2021-12-09T21:00:00Z,,,,,,-0.238794594594595,0.9996,-1.0,"Not a single Republican except the that did. Are you wrong, misinformed, or just trying to make the Republican party look bad with blatant lies? Which is it Joe? Oh, and where is the speech about the black supremacist in Waukesha you have not talked about yet?",you damn right ferino,148,,Tweet106,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
107,1469056259148206083,JoeBiden,939091.0,1.0,USA,17 Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger.   Not a single Republican in Congress supports it.,en,Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger. Not a single Republican in Congress supports it.,,2021-12-09T21:00:00Z,,,,,,-0.238794594594595,0.9996,-1.0,Terrible messaging. How do Nobel Prize winners connect with middle class?,you damn right ferino,148,,Tweet107,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
108,1469129511530680324,HLGatell,1.154180084078502e+18,1.0,Mexico,"Felicidades a las y los diputados por la acertada decisión de proteger la salud de la infancia de los daños que causan los productos procesados y bebidas azucaradas, motor de la epidemia de enfermedades crónicas. https://t.co/B1SgJVZpan",es,,,2021-12-10T02:00:00Z,,['https://t.co/B1SgJVZpan'],,,"Felicidades a las y los diputados por la acertada decisin de proteger la salud de la infancia de los daos que causan los productos procesados y bebidas azucaradas, motor de la epidemia de enfermedades crnicas.",-0.2086125,0.9999,-1.0,"Si protegieran en algo la salud del pas, ya desde cuando lo hubiesen corrido! Inepto!",Vaya usted ALV !!!,56,,Tweet108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
109,1459422046727856129,DrTedros,189868631.0,1.0,USA,"Every day, there are 6 times more boosters administered globally than primary #COVID19 vaccine doses in low-income countries. This is a scandal that must stop now. https://t.co/6in6FNlmBD #VaccinEquity https://t.co/YDt8mVocZC",en,"Every day, there are times more boosters administered globally than primary vaccine doses in low-income countries. This is a scandal that must stop now.",,2021-11-13T07:00:00Z,,['https://t.co/6in6FNlmBD'],,"['COVID19', 'VaccinEquity']",,-0.21765,0.5638,-0.9991,Keep taking your bribes from the CCP tedros,Ask your mates in China for help. Since you colluded with them to enable the coverup,2,,Tweet109,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
110,1465070613828182019,DrTedros,189868631.0,1.0,USA,.@WHO is working with scientists around the world to better understand key aspects of the Omicron variant and its impact on the key tools. Here is the information we have so far and what we still need to find out https://t.co/Q2pJzwlMdp,en,. is working with scientists around the world to better understand key aspects of the Omicron variant and its impact on the key tools. Here is the information we have so far and what we still need to find out,['WHO'],2021-11-28T22:00:00Z,,['https://t.co/Q2pJzwlMdp'],,,,-0.9979,-0.9971,-0.9987,Stop watching mainstream news,Adhanom was and still is a member of a certified terror group called . He is lobbying against in favor of his comrades in crime. He orchestrated a sterilization of mil women while he was Minister of Health in Ethiopia. He must resign from,2,,Tweet110,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
111,1465304536998895623,RicardoAnayaC,151968088.0,1.0,Mexico,"El decreto que publicó López Obrador es el acto autoritario más grave en lo que va del sexenio. Ya no dará cuentas de lo que hace con TUS impuestos, con el cuento de que es por el bien del pueblo. Eso hacen los dictadores. Así se han destruido muchas democracias. Es inaceptable. https://t.co/wIT28e3dIn",es,,,2021-11-29T13:00:00Z,,,,,"El decreto que public Lpez Obrador es el acto autoritario ms grave en lo que va del sexenio. Ya no dar cuentas de lo que hace con TUS impuestos, con el cuento de que es por el bien del pueblo. Eso hacen los dictadores. As se han destruido muchas democracias. Es inaceptable.",-0.607085294117647,0.9991,-1.0,En es muy popular como lo fue en ... Y qu? En menos de minuto te cuento que no sirve para nada.,Estamos CONTIGO AMLVE..,34,,Tweet111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,13,13,que,https,del,por,thank,muchas,grave,sexenio,sharing,helping,13,"que,https,del,por,thank,muchas,grave,sexenio,sharing,helping"
112,1465776653267779589,JoeBiden,939091.0,1.0,USA,"We're going to fight the Omicron variant the way we’ve been fighting COVID-19 since the beginning—with scientific and knowledgeable actions and speed, not chaos and confusion.",en,"We're going to fight the Omicron variant the way weve been fighting COVID-19 since the beginningwith scientific and knowledgeable actions and speed, not chaos and confusion.",,2021-11-30T20:00:00Z,,,,,,-0.8675,-0.7501,-0.9849,"If another Vaccine is needed you better call Trump! You been riding his accomplishments for so long what would you do if you had to do something yourself! And don't threaten Putin or China! Afghanistan was a flop, I can't imagine what you'll do when the big dogs come after us?",cut the bullshit joe,2,,Tweet112,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,13,13,que,https,del,por,thank,muchas,grave,sexenio,sharing,helping,13,"que,https,del,por,thank,muchas,grave,sexenio,sharing,helping"
113,1466064796416020484,MoHFW_INDIA,2596143056.0,1.0,India,"#COVID19Updates   ➡️ Six #COVID19 positive cases reported after screening 3476 passengers from 11 international flights from ""at risk"" countries.  https://t.co/mHsGViTwqm https://t.co/dOm4XN6jdC",en,"Six positive cases reported after screening passengers from international flights from ""at risk"" countries.",,2021-12-01T15:00:00Z,['➡️'],['https://t.co/mHsGViTwqm'],,"['COVID19Updates', 'COVID19']",,-0.890325,-0.5764,-0.9998,government in Maharashtra is asking for institutional quarantine even with negative pcr. Isnt this irrational ? Also doesnt follow ministry if health directives .,Please ask Maharashtra government to go away with absurd day mandatory quarantine rule even for negative result. This is a not needed step.,4,,Tweet113,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
114,1466120455643877385,CDCgov,146569971.0,1.0,USA,Breaking: The first confirmed case of #OmicronVariant has been detected in the United States. Everyone 5 years and older should get vaccinated against #COVID19. Boosters are recommended for everyone 18 years and older. Read CDC's full statement.  https://t.co/raCFpQ6I1h,en,Breaking: The first confirmed case of has been detected in the United States. Everyone years and older should get vaccinated against . Boosters are recommended for everyone years and older. Read CDC's full statement.,,2021-12-01T19:00:00Z,,['https://t.co/raCFpQ6I1h'],,"['OmicronVariant', 'COVID19']",,-0.380692537313433,0.9992,-1.0,Please hire some smart people in CDC. The lady in South Africa having HIV and this variant still live days. A lady with almost no immunity system. What does that mean? Use your brain.,Yay!!! Congratulations to California. I knew youd do it.,67,,Tweet114,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
115,1466121159552946179,DrTedros,189868631.0,1.0,USA,"We call on all countries to take rational, proportional risk-reduction measures, in keeping with the International Health Regulations. Blanket travel bans will not prevent the international spread of Omicron, and they place a heavy burden on lives and livelihoods. #COVID19 https://t.co/aeFGLRYpc8",en,"We call on all countries to take rational, proportional risk-reduction measures, in keeping with the International Health Regulations. Blanket travel bans will not prevent the international spread of Omicron, and they place a heavy burden on lives and livelihoods.",,2021-12-01T19:00:00Z,,,,['COVID19'],,0.02145,0.9822,-0.9393,"Students are unable to enter into China, Japan &amp; Australia since Feb2020. Most of the students are doing their PhDs and need labs to finish their experiments &amp; most of them are from families with modest backgrounds.","Meanwhile, Mexico's president gathering thousands of people to celebrate his political triumph",2,,Tweet115,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
116,1466217049273864196,mansukhmandviya,432697203.0,1.0,India,विश्व के सबसे बड़े राजनीतिक संगठन भाजपा के राष्ट्रीय अध्यक्ष श्री @JPNadda जी को उनके जन्मदिन पर हार्दिक शुभकामनाएं।  आपके नेतृत्व में भाजपा का प्रत्येक कार्यकर्ता जनसेवा के कार्य में तन्मयता से लगा है।  ईश्वर से आपके उत्तम स्वास्थ्य एवं सुदीर्घ जीवन की कामना करता हूँ। https://t.co/ORom84kxyk,hi,,['JPNadda'],2021-12-02T01:00:00Z,,,,,,0.345714285714286,0.9932,-0.9989,Never vote to BJP who destroyed Students life.,"PM Modi: Pradhan Sevak of New India, Vasudhaiva Kutumbakam.Excellent Modi jee government administration leadership motivations dedication development and sacrifice jaihind",14,,Tweet116,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
117,1466567139767300102,julio_frenk,2281698046.0,1.0,Mexico,Delighted to partner with @CityofMiami @MiamiMayor @MiamiDadeCounty @MayorDaniella @MDCollege @FIU to showcase talent as #tech movement continues in South Florida. Thank you @mdcpresident for hosting us @univmiami @toppel today! https://t.co/6xaPNJRNhG,en,Delighted to partner with to showcase talent as movement continues in South Florida. Thank you for hosting us today!,"['CityofMiami', 'MiamiMayor', 'MiamiDadeCounty', 'MayorDaniella', 'MDCollege', 'FIU', 'mdcpresident', 'univmiami', 'Toppel']",2021-12-03T01:00:00Z,,,,['tech'],,0.9992,0.9992,0.9992,Mario and Zo,Mario and Zo,2,,Tweet117,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,12,12,https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido,12,"https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido"
